"","state","date","stringency_index","stringency_index_for_display","stringency_legacy_index","stringency_legacy_index_for_display","government_response_index","government_response_index_for_display","containment_health_index","containment_health_index_for_display","economic_support_index","economic_support_index_for_display"
"284",NA,2020-10-10,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"285",NA,2020-10-11,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"286",NA,2020-10-12,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"287",NA,2020-10-13,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"288",NA,2020-10-14,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"289",NA,2020-10-15,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"290",NA,2020-10-16,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"291",NA,2020-10-17,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"292",NA,2020-10-18,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"293",NA,2020-10-19,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"294",NA,2020-10-20,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"295",NA,2020-10-21,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"296",NA,2020-10-22,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"297",NA,2020-10-23,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"298",NA,2020-10-24,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"299",NA,2020-10-25,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"300",NA,2020-10-26,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"301",NA,2020-10-27,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"302",NA,2020-10-28,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"303",NA,2020-10-29,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"304",NA,2020-10-30,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"305",NA,2020-10-31,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"306",NA,2020-11-01,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"307",NA,2020-11-02,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"308",NA,2020-11-03,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"309",NA,2020-11-04,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"310",NA,2020-11-05,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"311",NA,2020-11-06,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"312",NA,2020-11-07,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"313",NA,2020-11-08,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"314",NA,2020-11-09,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"315",NA,2020-11-10,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"316",NA,2020-11-11,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"317",NA,2020-11-12,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"318",NA,2020-11-13,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"319",NA,2020-11-14,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"320",NA,2020-11-15,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"321",NA,2020-11-16,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"322",NA,2020-11-17,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"323",NA,2020-11-18,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"324",NA,2020-11-19,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"325",NA,2020-11-20,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"326",NA,2020-11-21,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"327",NA,2020-11-22,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"328",NA,2020-11-23,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"329",NA,2020-11-24,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"330",NA,2020-11-25,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"331",NA,2020-11-26,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"332",NA,2020-11-27,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"333",NA,2020-11-28,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"334",NA,2020-11-29,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"335",NA,2020-11-30,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"336",NA,2020-12-01,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"337",NA,2020-12-02,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"338",NA,2020-12-03,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"339",NA,2020-12-04,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"340",NA,2020-12-05,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"341",NA,2020-12-06,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"342",NA,2020-12-07,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"343",NA,2020-12-08,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"344",NA,2020-12-09,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"345",NA,2020-12-10,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"346",NA,2020-12-11,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"347",NA,2020-12-12,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"348",NA,2020-12-13,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"349",NA,2020-12-14,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"350",NA,2020-12-15,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"351",NA,2020-12-16,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"352",NA,2020-12-17,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"353",NA,2020-12-18,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"354",NA,2020-12-19,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"355",NA,2020-12-20,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"356",NA,2020-12-21,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"357",NA,2020-12-22,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"358",NA,2020-12-23,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"359",NA,2020-12-24,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"360",NA,2020-12-25,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"361",NA,2020-12-26,37.96,37.96,51.19,51.19,33.33,33.33,34.52,34.52,25,25
"362",NA,2020-12-27,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"363",NA,2020-12-28,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"364",NA,2020-12-29,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"365",NA,2020-12-30,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"366",NA,2020-12-31,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"367",NA,2021-01-01,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"368",NA,2021-01-02,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"369",NA,2021-01-03,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"370",NA,2021-01-04,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"371",NA,2021-01-05,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"372",NA,2021-01-06,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"373",NA,2021-01-07,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"374",NA,2021-01-08,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"375",NA,2021-01-09,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"376",NA,2021-01-10,37.96,37.96,51.19,51.19,36.46,36.46,34.52,34.52,50,50
"377",NA,2021-01-11,37.96,37.96,51.19,51.19,34.9,34.9,32.74,32.74,50,50
"378",NA,2021-01-12,37.96,37.96,51.19,51.19,34.9,34.9,32.74,32.74,50,50
"379",NA,2021-01-13,37.96,37.96,51.19,51.19,34.9,34.9,32.74,32.74,50,50
"380",NA,2021-01-14,37.96,37.96,51.19,51.19,34.9,34.9,32.74,32.74,50,50
"381",NA,2021-01-15,37.96,37.96,51.19,51.19,34.9,34.9,32.74,32.74,50,50
"382",NA,2021-01-16,37.96,37.96,51.19,51.19,34.9,34.9,32.74,32.74,50,50
"383",NA,2021-01-17,37.96,37.96,51.19,51.19,34.9,34.9,32.74,32.74,50,50
"384",NA,2021-01-18,37.96,37.96,51.19,51.19,34.9,34.9,32.74,32.74,50,50
"385",NA,2021-01-19,37.96,37.96,51.19,51.19,34.9,34.9,32.74,32.74,50,50
"386",NA,2021-01-20,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"387",NA,2021-01-21,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"388",NA,2021-01-22,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"389",NA,2021-01-23,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"390",NA,2021-01-24,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"391",NA,2021-01-25,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"392",NA,2021-01-26,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"393",NA,2021-01-27,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"394",NA,2021-01-28,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"395",NA,2021-01-29,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"396",NA,2021-01-30,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"397",NA,2021-01-31,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"398",NA,2021-02-01,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"399",NA,2021-02-02,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"400",NA,2021-02-03,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"401",NA,2021-02-04,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"402",NA,2021-02-05,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"403",NA,2021-02-06,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"404",NA,2021-02-07,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"405",NA,2021-02-08,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"406",NA,2021-02-09,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"407",NA,2021-02-10,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"408",NA,2021-02-11,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"409",NA,2021-02-12,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"410",NA,2021-02-13,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"411",NA,2021-02-14,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"412",NA,2021-02-15,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"413",NA,2021-02-16,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"414",NA,2021-02-17,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"415",NA,2021-02-18,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"416",NA,2021-02-19,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"417",NA,2021-02-20,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"418",NA,2021-02-21,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"419",NA,2021-02-22,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"420",NA,2021-02-23,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"421",NA,2021-02-24,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"422",NA,2021-02-25,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"423",NA,2021-02-26,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"424",NA,2021-02-27,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"425",NA,2021-02-28,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"426",NA,2021-03-01,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"427",NA,2021-03-02,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"428",NA,2021-03-03,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"429",NA,2021-03-04,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"430",NA,2021-03-05,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"431",NA,2021-03-06,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"432",NA,2021-03-07,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"433",NA,2021-03-08,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"434",NA,2021-03-09,37.96,37.96,51.19,51.19,35.94,35.94,33.93,33.93,50,50
"435",NA,2021-03-10,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"436",NA,2021-03-11,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"437",NA,2021-03-12,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"438",NA,2021-03-13,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"439",NA,2021-03-14,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"440",NA,2021-03-15,37.96,37.96,51.19,51.19,38.02,38.02,36.31,36.31,50,50
"441",NA,2021-03-16,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"442",NA,2021-03-17,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"443",NA,2021-03-18,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"444",NA,2021-03-19,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"445",NA,2021-03-20,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"446",NA,2021-03-21,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"447",NA,2021-03-22,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"448",NA,2021-03-23,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"449",NA,2021-03-24,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"450",NA,2021-03-25,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"451",NA,2021-03-26,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"452",NA,2021-03-27,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"453",NA,2021-03-28,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"454",NA,2021-03-29,37.96,37.96,51.19,51.19,40.1,40.1,38.69,38.69,50,50
"455",NA,2021-03-30,37.96,37.96,51.19,51.19,38.54,38.54,38.69,38.69,37.5,37.5
"456",NA,2021-03-31,37.96,37.96,51.19,51.19,38.54,38.54,38.69,38.69,37.5,37.5
"457",NA,2021-04-01,37.96,37.96,51.19,51.19,38.54,38.54,38.69,38.69,37.5,37.5
"458",NA,2021-04-02,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"459",NA,2021-04-03,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"460",NA,2021-04-04,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"461",NA,2021-04-05,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"462",NA,2021-04-06,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"463",NA,2021-04-07,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"464",NA,2021-04-08,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"465",NA,2021-04-09,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"466",NA,2021-04-10,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"467",NA,2021-04-11,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"468",NA,2021-04-12,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"469",NA,2021-04-13,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"470",NA,2021-04-14,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"471",NA,2021-04-15,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"472",NA,2021-04-16,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"473",NA,2021-04-17,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"474",NA,2021-04-18,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"475",NA,2021-04-19,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"476",NA,2021-04-20,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"477",NA,2021-04-21,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"478",NA,2021-04-22,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"479",NA,2021-04-23,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"480",NA,2021-04-24,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"481",NA,2021-04-25,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"482",NA,2021-04-26,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"483",NA,2021-04-27,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"484",NA,2021-04-28,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"485",NA,2021-04-29,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"486",NA,2021-04-30,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"487",NA,2021-05-01,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"488",NA,2021-05-02,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"489",NA,2021-05-03,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"490",NA,2021-05-04,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"491",NA,2021-05-05,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"492",NA,2021-05-06,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"493",NA,2021-05-07,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"494",NA,2021-05-08,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"495",NA,2021-05-09,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"496",NA,2021-05-10,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"497",NA,2021-05-11,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"498",NA,2021-05-12,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"499",NA,2021-05-13,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"500",NA,2021-05-14,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"501",NA,2021-05-15,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"502",NA,2021-05-16,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"503",NA,2021-05-17,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"504",NA,2021-05-18,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"505",NA,2021-05-19,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"506",NA,2021-05-20,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"507",NA,2021-05-21,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"508",NA,2021-05-22,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"509",NA,2021-05-23,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"510",NA,2021-05-24,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"511",NA,2021-05-25,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"512",NA,2021-05-26,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"513",NA,2021-05-27,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"514",NA,2021-05-28,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"515",NA,2021-05-29,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"516",NA,2021-05-30,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"517",NA,2021-05-31,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"518",NA,2021-06-01,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"519",NA,2021-06-02,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"520",NA,2021-06-03,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"521",NA,2021-06-04,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"522",NA,2021-06-05,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"523",NA,2021-06-06,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"524",NA,2021-06-07,34.26,34.26,51.19,51.19,36.46,36.46,36.31,36.31,37.5,37.5
"525",NA,2021-06-08,NA,34.26,NA,51.19,NA,36.46,NA,36.31,NA,37.5
"526",NA,2021-06-09,NA,34.26,NA,51.19,NA,36.46,NA,36.31,NA,37.5
"527",NA,2021-06-10,NA,34.26,NA,51.19,NA,36.46,NA,36.31,NA,37.5
"528",NA,2021-06-11,NA,34.26,NA,51.19,NA,36.46,NA,36.31,NA,37.5
"529",NA,2021-06-12,NA,34.26,NA,51.19,NA,36.46,NA,36.31,NA,37.5
"530","Alaska",2020-01-01,0,0,0,0,0,0,0,0,0,0
"531","Alaska",2020-01-02,0,0,0,0,0,0,0,0,0,0
"532","Alaska",2020-01-03,0,0,0,0,0,0,0,0,0,0
"533","Alaska",2020-01-04,0,0,0,0,0,0,0,0,0,0
"534","Alaska",2020-01-05,0,0,0,0,0,0,0,0,0,0
"535","Alaska",2020-01-06,0,0,0,0,0,0,0,0,0,0
"536","Alaska",2020-01-07,0,0,0,0,0,0,0,0,0,0
"537","Alaska",2020-01-08,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"538","Alaska",2020-01-09,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"539","Alaska",2020-01-10,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"540","Alaska",2020-01-11,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"541","Alaska",2020-01-12,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"542","Alaska",2020-01-13,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"543","Alaska",2020-01-14,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"544","Alaska",2020-01-15,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"545","Alaska",2020-01-16,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"546","Alaska",2020-01-17,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"547","Alaska",2020-01-18,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"548","Alaska",2020-01-19,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"549","Alaska",2020-01-20,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"550","Alaska",2020-01-21,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"551","Alaska",2020-01-22,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"552","Alaska",2020-01-23,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"553","Alaska",2020-01-24,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"554","Alaska",2020-01-25,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"555","Alaska",2020-01-26,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"556","Alaska",2020-01-27,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"557","Alaska",2020-01-28,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"558","Alaska",2020-01-29,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"559","Alaska",2020-01-30,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"560","Alaska",2020-01-31,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"561","Alaska",2020-02-01,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
"562","Alaska",2020-02-02,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0,0
